INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;C_X;C_Y;NOM_PROV;LONGITUD;LATITUD;HU00;HU07;HU13;HU18;HUMAX;HUMIN;
B013X;2022;9;1;LLUC;490;1003867;4424762;BALEARES;253091;394924;91;93;85;83;99;45;
B013X;2022;9;2;LLUC;490;1003867;4424762;BALEARES;253091;394924;96;93;85;72;99;38;
B013X;2022;9;3;LLUC;490;1003867;4424762;BALEARES;253091;394924;79;94;85;88;98;43;
B013X;2022;9;4;LLUC;490;1003867;4424762;BALEARES;253091;394924;84;84;85;62;96;36;
B013X;2022;9;5;LLUC;490;1003867;4424762;BALEARES;253091;394924;47;46;85;80;95;40;
B013X;2022;9;6;LLUC;490;1003867;4424762;BALEARES;253091;394924;95;0;85;75;99;34;
B013X;2022;9;7;LLUC;490;1003867;4424762;BALEARES;253091;394924;89;82;85;77;90;43;
B013X;2022;9;8;LLUC;490;1003867;4424762;BALEARES;253091;394924;80;97;85;82;99;58;
B013X;2022;9;9;LLUC;490;1003867;4424762;BALEARES;253091;394924;89;99;85;83;99;43;
B013X;2022;9;10;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;0;85;72;99;53;
B013X;2022;9;11;LLUC;490;1003867;4424762;BALEARES;253091;394924;86;98;85;73;99;40;
B013X;2022;9;12;LLUC;490;1003867;4424762;BALEARES;253091;394924;73;45;85;55;78;26;
B013X;2022;9;13;LLUC;490;1003867;4424762;BALEARES;253091;394924;43;69;85;61;91;30;
B013X;2022;9;14;LLUC;490;1003867;4424762;BALEARES;253091;394924;41;83;85;84;91;29;
B013X;2022;9;15;LLUC;490;1003867;4424762;BALEARES;253091;394924;88;92;85;73;96;33;
B013X;2022;9;16;LLUC;490;1003867;4424762;BALEARES;253091;394924;95;99;85;94;99;62;
B013X;2022;9;17;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;98;85;84;99;78;
B013X;2022;9;18;LLUC;490;1003867;4424762;BALEARES;253091;394924;93;86;85;78;97;59;
B013X;2022;9;19;LLUC;490;1003867;4424762;BALEARES;253091;394924;83;0;85;58;99;33;
B013X;2022;9;20;LLUC;490;1003867;4424762;BALEARES;253091;394924;84;98;85;85;98;42;
B013X;2022;9;21;LLUC;490;1003867;4424762;BALEARES;253091;394924;92;99;85;79;99;62;
B013X;2022;9;22;LLUC;490;1003867;4424762;BALEARES;253091;394924;88;83;85;84;99;57;
B013X;2022;9;23;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;77;99;49;
B013X;2022;9;24;LLUC;490;1003867;4424762;BALEARES;253091;394924;81;99;85;79;99;56;
B013X;2022;9;25;LLUC;490;1003867;4424762;BALEARES;253091;394924;90;99;85;91;99;80;
B013X;2022;9;26;LLUC;490;1003867;4424762;BALEARES;253091;394924;96;99;85;0;99;61;
B013X;2022;9;27;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;65;85;74;99;58;
B013X;2022;9;28;LLUC;490;1003867;4424762;BALEARES;253091;394924;74;76;85;57;91;52;
B013X;2022;9;29;LLUC;490;1003867;4424762;BALEARES;253091;394924;91;70;85;81;96;51;
B013X;2022;9;30;LLUC;490;1003867;4424762;BALEARES;253091;394924;96;99;85;91;99;67;
B013X;2022;10;1;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;86;99;55;
B013X;2022;10;2;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;83;99;53;
B013X;2022;10;3;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;93;99;39;
B013X;2022;10;4;LLUC;490;1003867;4424762;BALEARES;253091;394924;91;99;85;90;99;56;
B013X;2022;10;5;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;86;99;52;
B013X;2022;10;6;LLUC;490;1003867;4424762;BALEARES;253091;394924;98;99;85;96;99;83;
B013X;2022;10;7;LLUC;490;1003867;4424762;BALEARES;253091;394924;97;99;85;96;99;72;
B013X;2022;10;8;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;99;99;73;
B013X;2022;10;9;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;92;99;61;
B013X;2022;10;10;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;96;99;65;
B013X;2022;10;11;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;99;99;73;
B013X;2022;10;12;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;99;99;93;
B013X;2022;10;13;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;96;99;66;
B013X;2022;10;14;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;92;99;41;
B013X;2022;10;15;LLUC;490;1003867;4424762;BALEARES;253091;394924;98;99;85;37;99;36;
B013X;2022;10;16;LLUC;490;1003867;4424762;BALEARES;253091;394924;58;81;85;94;99;40;
B013X;2022;10;17;LLUC;490;1003867;4424762;BALEARES;253091;394924;80;94;85;93;99;63;
B013X;2022;10;18;LLUC;490;1003867;4424762;BALEARES;253091;394924;98;99;85;96;99;68;
B013X;2022;10;19;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;89;99;32;
B013X;2022;10;20;LLUC;490;1003867;4424762;BALEARES;253091;394924;32;84;85;88;96;29;
B013X;2022;10;21;LLUC;490;1003867;4424762;BALEARES;253091;394924;39;92;85;93;96;39;
B013X;2022;10;22;LLUC;490;1003867;4424762;BALEARES;253091;394924;72;80;85;46;92;39;
B013X;2022;10;23;LLUC;490;1003867;4424762;BALEARES;253091;394924;59;37;85;36;67;20;
B013X;2022;10;24;LLUC;490;1003867;4424762;BALEARES;253091;394924;24;33;85;37;56;15;
B013X;2022;10;25;LLUC;490;1003867;4424762;BALEARES;253091;394924;55;55;85;22;62;15;
B013X;2022;10;26;LLUC;490;1003867;4424762;BALEARES;253091;394924;49;66;85;56;73;14;
B013X;2022;10;27;LLUC;490;1003867;4424762;BALEARES;253091;394924;35;79;85;82;91;29;
B013X;2022;10;28;LLUC;490;1003867;4424762;BALEARES;253091;394924;83;0;85;88;92;25;
B013X;2022;10;29;LLUC;490;1003867;4424762;BALEARES;253091;394924;60;83;85;95;96;25;
B013X;2022;10;30;LLUC;490;1003867;4424762;BALEARES;253091;394924;96;97;85;91;99;52;
B013X;2022;10;31;LLUC;490;1003867;4424762;BALEARES;253091;394924;88;99;85;91;99;62;
B013X;2022;11;1;LLUC;490;1003867;4424762;BALEARES;253091;394924;94;97;85;96;99;45;
B013X;2022;11;2;LLUC;490;1003867;4424762;BALEARES;253091;394924;96;99;85;92;99;59;
B013X;2022;11;3;LLUC;490;1003867;4424762;BALEARES;253091;394924;94;99;85;77;99;50;
B013X;2022;11;4;LLUC;490;1003867;4424762;BALEARES;253091;394924;NA;74;85;56;99;50;
B013X;2022;11;5;LLUC;490;1003867;4424762;BALEARES;253091;394924;74;73;85;95;99;43;
B013X;2022;11;6;LLUC;490;1003867;4424762;BALEARES;253091;394924;98;98;85;96;99;41;
B013X;2022;11;7;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;0;99;54;
B013X;2022;11;8;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;95;99;61;
B013X;2022;11;9;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;90;99;42;
B013X;2022;11;10;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;99;99;90;
B013X;2022;11;11;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;98;85;94;99;78;
B013X;2022;11;12;LLUC;490;1003867;4424762;BALEARES;253091;394924;92;93;85;97;99;79;
B013X;2022;11;13;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;98;99;42;
B013X;2022;11;14;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;93;99;61;
B013X;2022;11;15;LLUC;490;1003867;4424762;BALEARES;253091;394924;95;77;85;70;96;56;
B013X;2022;11;16;LLUC;490;1003867;4424762;BALEARES;253091;394924;68;98;85;83;99;68;
B013X;2022;11;17;LLUC;490;1003867;4424762;BALEARES;253091;394924;93;99;85;80;99;68;
B013X;2022;11;18;LLUC;490;1003867;4424762;BALEARES;253091;394924;81;80;85;96;99;61;
B013X;2022;11;19;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;99;99;81;
B013X;2022;11;20;LLUC;490;1003867;4424762;BALEARES;253091;394924;98;99;85;75;99;63;
B013X;2022;11;21;LLUC;490;1003867;4424762;BALEARES;253091;394924;87;99;85;95;99;50;
B013X;2022;11;22;LLUC;490;1003867;4424762;BALEARES;253091;394924;76;73;85;60;91;44;
B013X;2022;11;23;LLUC;490;1003867;4424762;BALEARES;253091;394924;85;93;85;74;93;64;
B013X;2022;11;24;LLUC;490;1003867;4424762;BALEARES;253091;394924;66;98;85;71;99;65;
B013X;2022;11;25;LLUC;490;1003867;4424762;BALEARES;253091;394924;88;93;85;94;99;75;
B013X;2022;11;26;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;97;99;46;
B013X;2022;11;27;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;96;99;51;
B013X;2022;11;28;LLUC;490;1003867;4424762;BALEARES;253091;394924;82;0;85;86;99;71;
B013X;2022;11;29;LLUC;490;1003867;4424762;BALEARES;253091;394924;98;99;85;98;99;65;
B013X;2022;11;30;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;96;85;90;99;65;
B013X;2022;12;1;LLUC;490;1003867;4424762;BALEARES;253091;394924;94;92;85;96;99;84;
B013X;2022;12;2;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;99;99;96;
B013X;2022;12;3;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;98;99;63;
B013X;2022;12;4;LLUC;490;1003867;4424762;BALEARES;253091;394924;91;86;85;97;99;75;
B013X;2022;12;5;LLUC;490;1003867;4424762;BALEARES;253091;394924;98;96;85;97;99;70;
B013X;2022;12;6;LLUC;490;1003867;4424762;BALEARES;253091;394924;98;98;85;96;99;82;
B013X;2022;12;7;LLUC;490;1003867;4424762;BALEARES;253091;394924;98;99;85;95;99;78;
B013X;2022;12;8;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;98;85;0;99;48;
B013X;2022;12;9;LLUC;490;1003867;4424762;BALEARES;253091;394924;47;49;85;76;99;46;
B013X;2022;12;10;LLUC;490;1003867;4424762;BALEARES;253091;394924;89;99;85;85;99;78;
B013X;2022;12;11;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;96;85;99;99;82;
B013X;2022;12;12;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;88;85;77;99;59;
B013X;2022;12;13;LLUC;490;1003867;4424762;BALEARES;253091;394924;71;72;85;91;99;54;
B013X;2022;12;14;LLUC;490;1003867;4424762;BALEARES;253091;394924;64;94;85;81;98;47;
B013X;2022;12;15;LLUC;490;1003867;4424762;BALEARES;253091;394924;96;93;85;61;99;49;
B013X;2022;12;16;LLUC;490;1003867;4424762;BALEARES;253091;394924;68;92;85;98;99;54;
B013X;2022;12;17;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;95;99;57;
B013X;2022;12;18;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;92;99;57;
B013X;2022;12;19;LLUC;490;1003867;4424762;BALEARES;253091;394924;88;87;85;88;98;67;
B013X;2022;12;20;LLUC;490;1003867;4424762;BALEARES;253091;394924;76;77;85;75;87;46;
B013X;2022;12;21;LLUC;490;1003867;4424762;BALEARES;253091;394924;51;97;85;70;99;46;
B013X;2022;12;22;LLUC;490;1003867;4424762;BALEARES;253091;394924;96;84;85;90;97;55;
B013X;2022;12;23;LLUC;490;1003867;4424762;BALEARES;253091;394924;97;89;85;95;99;46;
B013X;2022;12;24;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;95;99;32;
B013X;2022;12;25;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;51;85;94;99;26;
B013X;2022;12;26;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;95;99;45;
B013X;2022;12;27;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;96;99;49;
B013X;2022;12;28;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;93;99;33;
B013X;2022;12;29;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;62;99;31;
B013X;2022;12;30;LLUC;490;1003867;4424762;BALEARES;253091;394924;76;99;85;89;99;52;
B013X;2022;12;31;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;90;99;38;
B013X;2023;1;1;LLUC;490;1003867;4424762;BALEARES;253091;394924;90;81;85;43;92;23;
B013X;2023;1;2;LLUC;490;1003867;4424762;BALEARES;253091;394924;46;93;85;93;95;35;
B013X;2023;1;3;LLUC;490;1003867;4424762;BALEARES;253091;394924;94;99;85;97;99;76;
B013X;2023;1;4;LLUC;490;1003867;4424762;BALEARES;253091;394924;97;99;85;97;99;61;
B013X;2023;1;5;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;99;99;55;
B013X;2023;1;6;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;98;99;55;
B013X;2023;1;7;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;98;99;31;
B013X;2023;1;8;LLUC;490;1003867;4424762;BALEARES;253091;394924;56;70;85;57;90;47;
B013X;2023;1;9;LLUC;490;1003867;4424762;BALEARES;253091;394924;88;85;85;56;96;45;
B013X;2023;1;10;LLUC;490;1003867;4424762;BALEARES;253091;394924;59;75;85;86;98;39;
B013X;2023;1;11;LLUC;490;1003867;4424762;BALEARES;253091;394924;98;99;85;88;99;46;
B013X;2023;1;12;LLUC;490;1003867;4424762;BALEARES;253091;394924;94;99;85;93;99;49;
B013X;2023;1;14;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;97;99;49;
B013X;2023;1;15;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;79;85;90;99;48;
B013X;2023;1;16;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;81;85;70;99;44;
B013X;2023;1;17;LLUC;490;1003867;4424762;BALEARES;253091;394924;68;65;85;93;96;52;
B013X;2023;1;18;LLUC;490;1003867;4424762;BALEARES;253091;394924;59;57;85;68;83;50;
B013X;2023;1;19;LLUC;490;1003867;4424762;BALEARES;253091;394924;64;81;85;69;83;54;
B013X;2023;1;20;LLUC;490;1003867;4424762;BALEARES;253091;394924;70;82;85;93;99;59;
B013X;2023;1;21;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;83;85;51;99;34;
B013X;2023;1;22;LLUC;490;1003867;4424762;BALEARES;253091;394924;62;64;85;70;99;50;
B013X;2023;1;23;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;99;99;82;
B013X;2023;1;24;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;84;85;99;99;79;
B013X;2023;1;25;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;0;99;87;
B013X;2023;1;26;LLUC;490;1003867;4424762;BALEARES;253091;394924;94;99;85;99;99;75;
B013X;2023;1;27;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;99;99;98;
B013X;2023;1;28;LLUC;490;1003867;4424762;BALEARES;253091;394924;99;99;85;99;99;97;
B013X;2023;1;29;LLUC;490;1003867;4424762;BALEARES;253091;394924;98;97;85;99;99;90;
B051A;2022;9;1;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;62;67;55;65;79;50;
B051A;2022;9;2;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;78;70;65;71;80;54;
B051A;2022;9;3;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;60;71;63;73;79;48;
B051A;2022;9;4;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;59;64;55;54;76;43;
B051A;2022;9;5;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;71;41;64;70;82;40;
B051A;2022;9;6;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;81;67;72;72;84;55;
B051A;2022;9;7;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;69;59;67;73;79;48;
B051A;2022;9;8;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;70;69;68;69;73;61;
B051A;2022;9;9;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;73;70;61;68;78;60;
B051A;2022;9;10;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;76;70;59;69;81;58;
B051A;2022;9;11;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;80;72;67;69;83;59;
B051A;2022;9;12;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;76;60;70;36;77;26;
B051A;2022;9;13;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;74;59;77;53;77;26;
B051A;2022;9;14;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;40;74;73;80;80;38;
B051A;2022;9;15;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;65;74;63;65;77;58;
B051A;2022;9;16;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;63;76;58;54;82;46;
B051A;2022;9;17;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;72;70;55;63;78;54;
B051A;2022;9;18;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;65;60;61;61;72;49;
B051A;2022;9;19;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;72;58;56;57;73;45;
B051A;2022;9;20;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;61;72;58;59;77;45;
B051A;2022;9;21;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;66;76;57;55;77;54;
B051A;2022;9;22;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;63;90;61;65;92;56;
B051A;2022;9;23;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;78;76;54;62;82;48;
B051A;2022;9;24;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;64;84;63;76;84;57;
B051A;2022;9;25;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;64;89;64;67;92;61;
B051A;2022;9;26;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;92;57;53;68;92;52;
B051A;2022;9;27;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;69;51;57;53;69;45;
B051A;2022;9;28;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;56;61;56;56;71;50;
B051A;2022;9;29;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;71;55;50;54;86;46;
B051A;2022;9;30;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;86;88;58;63;91;50;
B051A;2022;10;1;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;74;67;51;67;79;48;
B051A;2022;10;2;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;77;81;62;72;84;59;
B051A;2022;10;3;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;80;79;68;79;85;46;
B051A;2022;10;4;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;79;87;70;80;88;67;
B051A;2022;10;5;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;86;89;63;65;92;58;
B051A;2022;10;6;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;79;86;63;67;88;54;
B051A;2022;10;7;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;77;83;77;86;89;64;
B051A;2022;10;8;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;85;84;75;66;87;62;
B051A;2022;10;9;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;87;0;71;73;91;69;
B051A;2022;10;10;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;83;86;67;71;88;63;
B051A;2022;10;11;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;84;81;58;82;87;51;
B051A;2022;10;12;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;84;73;73;74;88;59;
B051A;2022;10;13;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;86;89;69;77;91;67;
B051A;2022;10;14;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;83;77;76;83;86;56;
B051A;2022;10;15;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;76;77;58;39;79;36;
B051A;2022;10;16;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;55;65;65;75;83;36;
B051A;2022;10;17;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;82;85;78;81;87;74;
B051A;2022;10;18;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;87;85;78;84;88;72;
B051A;2022;10;19;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;88;85;79;85;91;70;
B051A;2022;10;20;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;72;85;54;66;86;34;
B051A;2022;10;21;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;83;86;76;83;89;46;
B051A;2022;10;22;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;75;73;76;86;86;64;
B051A;2022;10;23;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;73;68;58;49;75;30;
B051A;2022;10;24;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;36;42;43;72;80;22;
B051A;2022;10;25;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;78;69;43;62;78;36;
B051A;2022;10;26;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;37;40;61;52;71;23;
B051A;2022;10;27;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;58;68;37;57;72;37;
B051A;2022;10;28;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;66;72;69;79;82;47;
B051A;2022;10;29;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;73;73;73;83;90;47;
B051A;2022;10;30;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;85;83;71;77;88;65;
B051A;2022;10;31;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;87;89;70;78;91;66;
B051A;2022;11;1;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;77;78;78;85;90;64;
B051A;2022;11;2;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;85;85;70;78;86;67;
B051A;2022;11;3;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;71;82;71;64;83;55;
B051A;2022;11;4;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;74;51;50;54;76;48;
B051A;2022;11;5;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;63;58;51;71;75;44;
B051A;2022;11;6;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;75;84;66;74;85;47;
B051A;2022;11;7;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;84;0;67;68;91;64;
B051A;2022;11;8;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;79;83;64;71;86;61;
B051A;2022;11;9;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;74;79;68;75;86;66;
B051A;2022;11;10;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;86;78;90;90;94;74;
B051A;2022;11;11;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;91;76;64;63;91;54;
B051A;2022;11;12;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;67;64;66;80;89;57;
B051A;2022;11;13;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;89;94;66;78;95;64;
B051A;2022;11;14;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;84;88;71;76;89;63;
B051A;2022;11;15;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;76;68;61;57;78;52;
B051A;2022;11;16;SÃ“LLER;5;987408;4420595;BALEARES;241291;394744;64;74;67;60;82;56;
B051A;2022;11;17;SA“LLER;5;987408;4420595;BALEARES;241291;394744;73;78;71;68;79;66;
B051A;2022;11;18;SA“LLER;5;987408;4420595;BALEARES;241291;394744;70;60;57;86;88;52;
B051A;2022;11;19;SA“LLER;5;987408;4420595;BALEARES;241291;394744;78;88;68;77;94;62;
B051A;2022;11;20;SA“LLER;5;987408;4420595;BALEARES;241291;394744;88;63;64;71;90;53;
B051A;2022;11;21;SA“LLER;5;987408;4420595;BALEARES;241291;394744;81;84;60;84;91;56;
B051A;2022;11;22;SA“LLER;5;987408;4420595;BALEARES;241291;394744;59;61;54;52;71;46;
B051A;2022;11;23;SA“LLER;5;987408;4420595;BALEARES;241291;394744;71;72;72;80;88;69;
B051A;2022;11;24;SA“LLER;5;987408;4420595;BALEARES;241291;394744;86;85;66;58;89;55;
B051A;2022;11;25;SA“LLER;5;987408;4420595;BALEARES;241291;394744;75;79;74;67;88;65;
B051A;2022;11;26;SA“LLER;5;987408;4420595;BALEARES;241291;394744;85;89;65;84;89;51;
B051A;2022;11;27;SA“LLER;5;987408;4420595;BALEARES;241291;394744;80;82;60;66;86;50;
B051A;2022;11;28;SA“LLER;5;987408;4420595;BALEARES;241291;394744;66;74;85;67;87;61;
B051A;2022;11;29;SA“LLER;5;987408;4420595;BALEARES;241291;394744;67;87;68;81;89;64;
B051A;2022;11;30;SA“LLER;5;987408;4420595;BALEARES;241291;394744;89;82;61;89;91;61;
B051A;2022;12;1;SA“LLER;5;987408;4420595;BALEARES;241291;394744;87;69;64;73;87;63;
B051A;2022;12;2;SA“LLER;5;987408;4420595;BALEARES;241291;394744;82;93;73;88;94;70;
B051A;2022;12;3;SA“LLER;5;987408;4420595;BALEARES;241291;394744;93;74;67;83;95;61;
B051A;2022;12;4;SA“LLER;5;987408;4420595;BALEARES;241291;394744;70;66;68;79;91;61;
B051A;2022;12;5;SA“LLER;5;987408;4420595;BALEARES;241291;394744;91;94;68;0;94;65;
B051A;2022;12;6;SA“LLER;5;987408;4420595;BALEARES;241291;394744;86;88;86;84;94;72;
B051A;2022;12;7;SA“LLER;5;987408;4420595;BALEARES;241291;394744;94;95;73;88;95;72;
B051A;2022;12;8;SA“LLER;5;987408;4420595;BALEARES;241291;394744;90;0;67;70;93;57;
B051A;2022;12;9;SA“LLER;5;987408;4420595;BALEARES;241291;394744;57;57;61;68;82;49;
B051A;2022;12;10;SA“LLER;5;987408;4420595;BALEARES;241291;394744;73;83;64;64;90;50;
B051A;2022;12;11;SA“LLER;5;987408;4420595;BALEARES;241291;394744;89;82;91;92;97;62;
B051A;2022;12;12;SA“LLER;5;987408;4420595;BALEARES;241291;394744;96;94;68;68;96;52;
B051A;2022;12;13;SA“LLER;5;987408;4420595;BALEARES;241291;394744;62;67;54;91;94;54;
B051A;2022;12;14;SA“LLER;5;987408;4420595;BALEARES;241291;394744;60;81;67;70;83;54;
B051A;2022;12;15;SA“LLER;5;987408;4420595;BALEARES;241291;394744;75;78;59;61;88;53;
B051A;2022;12;16;SA“LLER;5;987408;4420595;BALEARES;241291;394744;63;80;61;83;87;59;
B051A;2022;12;17;SA“LLER;5;987408;4420595;BALEARES;241291;394744;85;88;70;84;91;64;
B051A;2022;12;18;SA“LLER;5;987408;4420595;BALEARES;241291;394744;88;92;74;91;93;69;
B051A;2022;12;19;SA“LLER;5;987408;4420595;BALEARES;241291;394744;73;85;62;73;88;60;
B051A;2022;12;20;SA“LLER;5;987408;4420595;BALEARES;241291;394744;64;73;63;83;83;55;
B051A;2022;12;21;SA“LLER;5;987408;4420595;BALEARES;241291;394744;66;83;68;77;85;44;
B051A;2022;12;22;SA“LLER;5;987408;4420595;BALEARES;241291;394744;84;88;51;80;89;50;
B051A;2022;12;23;SA“LLER;5;987408;4420595;BALEARES;241291;394744;80;87;59;85;90;57;
B051A;2022;12;24;SA“LLER;5;987408;4420595;BALEARES;241291;394744;88;88;55;84;89;47;
B051A;2022;12;25;SA“LLER;5;987408;4420595;BALEARES;241291;394744;76;70;50;69;81;43;
B051A;2022;12;26;SA“LLER;5;987408;4420595;BALEARES;241291;394744;69;77;51;75;81;41;
